SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-8-2022,Single Family Residential,11 Jennycliffe Ln,Chesterfield,MO,63005,849000,4,4.0,Forest Hills Club Estates Area 2 Resub,3314,40946,1972,,256,,Sold,,,https://www.redfin.com/MO/Chesterfield/11-Jennycliffe-Ln-63005/home/93494714,MARIS,21082286,N,Y,38.6227063,-90.5888591
PAST SALE,June-30-2021,Single Family Residential,16933 Lake Mdw Lot 207,Chesterfield,MO,63005,1079000,5,4.5,Fienup Farms,5600,21780,,,193,,Sold,,,https://www.redfin.com/MO/Chesterfield/16933-Lake-Mdw-63005/unit-207/home/174368363,MARIS,21007998,N,Y,38.6572599,-90.6010487
PAST SALE,April-5-2023,Single Family Residential,1004 Yellowwood Ct,Chesterfield,MO,63005,799900,5,3.5,Wildhorse,5020,30492,1995,,159,83,Sold,,,https://www.redfin.com/MO/Chesterfield/1004-Yellowwood-Ct-63005/home/62707992,MARIS,22067258,N,Y,38.6550016,-90.6337794
PAST SALE,June-12-2020,Condo/Co-op,872 Stone Meadow Dr,Chesterfield,MO,63005,375000,2,2.5,Stonehill Village,2462,3920,1999,,152,350,Sold,,,https://www.redfin.com/MO/Chesterfield/872-Stone-Meadow-Dr-63005/home/93626404,MARIS,20029675,N,Y,38.6513511,-90.5792558
PAST SALE,July-31-2019,Single Family Residential,478 Pine Bnd,Wildwood,MO,63005,849000,4,3.5,Pine Creek,3816,46609,1996,,222,31,Sold,,,https://www.redfin.com/MO/Wildwood/478-Pine-Bend-Dr-63005/home/62724457,MARIS,19046717,N,Y,38.6430771,-90.6569623
PAST SALE,July-14-2021,Single Family Residential,17601 Lisa Valley Ct,Wildwood,MO,63005,795000,4,4.5,Highland of Chesterfield,5004,22216,1997,,159,76,Sold,,,https://www.redfin.com/MO/Wildwood/17601-Lisa-Valley-Ct-63005/home/93496365,MARIS,21050218,N,Y,38.6336991,-90.6300958
PAST SALE,March-2-2021,Single Family Residential,16701 Chesterfield Farms,Chesterfield,MO,63005,455000,4,3.5,Chesterfield Farms One,2146,7841,,,212,,Sold,,,https://www.redfin.com/MO/Chesterfield/16701-Chesterfield-Farms-Dr-63005/home/93467329,MARIS,21011298,N,Y,38.6633365,-90.5861694
PAST SALE,June-15-2018,Single Family Residential,270 Herworth Dr,Chesterfield,MO,63005,830000,4,3.5,Forest Hills Club Estates Area 7-A,4693,42689,1981,,177,,Sold,,,https://www.redfin.com/MO/Chesterfield/270-Herworth-Dr-63005/home/93631062,MARIS,19003033,N,Y,38.6128289,-90.5971438
PAST SALE,November-15-2019,Single Family Residential,16955 Pine Summit Dr,Chesterfield,MO,63005,854220,5,4.5,Fienup Farms,3410,12197,,,251,125,Sold,,,https://www.redfin.com/MO/Chesterfield/16955-Pine-Summit-Dr-63005/home/169843246,MARIS,19084091,N,Y,38.6565634,-90.6006084
PAST SALE,January-4-2021,Single Family Residential,17024 Lakeside Ridge Dr Lot 216,Chesterfield,MO,63005,1065000,4,4.0,Fienup Farms,5200,21780,,,205,,Sold,,,https://www.redfin.com/MO/Chesterfield/17024-Lakeside-Rdg-63005/unit-216/home/182651943,MARIS,20089373,N,Y,38.6591706,-90.6043202
PAST SALE,June-16-2022,Single Family Residential,16353 Wilson Farm,Chesterfield,MO,63005,725000,4,3.5,Wilson Farm Estates 1,3747,23958,1983,,193,29,Sold,,,https://www.redfin.com/MO/Chesterfield/16353-Wilson-Farm-Dr-63005/home/93495553,MARIS,22020396,N,Y,38.6343794,-90.5857344
PAST SALE,April-26-2021,Single Family Residential,16982 Barn Owl Lane Dr Lot 195,Chesterfield,MO,63005,1065000,4,3.5,Fienup Farms,5200,21780,,,205,,Sold,,,https://www.redfin.com/MO/Chesterfield/16982-Barn-Owl-Ln-63005/unit-195/home/182652486,MARIS,21007994,N,Y,38.6595303,-90.6010604
PAST SALE,August-24-2020,Single Family Residential,1229 Fienup Lake Dr,Chesterfield,MO,63005,668492,4,3.5,Fienup Farms,3215,,,,208,125,Sold,,,https://www.redfin.com/MO/Chesterfield/1229-Fienup-Lake-Dr-63005/home/172906157,MARIS,20060597,N,Y,38.6591001,-90.5979289
PAST SALE,May-4-2020,Single Family Residential,16937 Lake Mdw Lot 208,Chesterfield,MO,63005,1029000,4,3.5,Fienup Farms,5200,21780,,,198,,Sold,,,https://www.redfin.com/MO/Chesterfield/16937-Lake-Mdw-63005/unit-208/home/174593748,MARIS,20027133,N,Y,38.6572599,-90.6010487
