SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,March-25-2021,Single Family Residential,17517 Melanie Ridge Ct,Wildwood,MO,63005,665000,4,4.5,Highlands Of Chesterfield Highland,4607,22216,1997,,144,72,Sold,,,https://www.redfin.com/MO/Wildwood/17517-Melanie-Ridge-Ct-63005/home/62702113,MARIS,21009762,N,Y,38.6348067,-90.6298367
PAST SALE,June-4-2020,Single Family Residential,1179 Patchwork Flds,Chesterfield,MO,63005,939302,5,4.5,Fienup Farms,3410,,,,275,125,Sold,,,https://www.redfin.com/MO/Chesterfield/1179-Patchwork-Flds-63005/home/171979912,MARIS,20038028,N,Y,38.6607561,-90.5986233
PAST SALE,April-26-2021,Single Family Residential,16982 Barn Owl Lane Dr Lot 195,Chesterfield,MO,63005,1065000,4,3.5,Fienup Farms,5200,21780,,,205,,Sold,,,https://www.redfin.com/MO/Chesterfield/16982-Barn-Owl-Ln-63005/unit-195/home/182652486,MARIS,21007994,N,Y,38.6595303,-90.6010604
PAST SALE,January-6-2021,Single Family Residential,7 Zelkova Ct,Wildwood,MO,63005,699000,5,4.5,Wildhorse Village E Two,5459,31363,1995,,128,67,Sold,,,https://www.redfin.com/MO/Wildwood/7-Zelkova-Ct-63005/home/93485383,MARIS,20081895,N,Y,38.6410917,-90.6255516
PAST SALE,July-23-2020,Single Family Residential,344 Wild Horse Canyon Dr,Wildwood,MO,63005,775000,4,3.5,Wild Horse Canyon,3409,152460,1993,,227,,Sold,,,https://www.redfin.com/MO/Wildwood/344-Wild-Horse-Canyon-Dr-63005/home/62693441,MARIS,20043059,N,Y,38.6409893,-90.6640013
PAST SALE,August-4-2020,Single Family Residential,2004 Kingspointe Dr,Chesterfield,MO,63005,1400000,6,6.0,Kingspointe 2b,7136,46609,1991,,196,92,Sold,,,https://www.redfin.com/MO/Chesterfield/2004-Kingspointe-Dr-63005/home/77620902,MARIS,20056223,N,Y,38.6332298,-90.5984014
PAST SALE,May-27-2022,Single Family Residential,418 Pine Bend Dr,Wildwood,MO,63005,949500,5,4.5,Pine Creek,4859,26136,1996,,195,,Sold,,,https://www.redfin.com/MO/Wildwood/418-Pine-Bend-Dr-63005/home/93485921,MARIS,22010237,N,Y,38.638589,-90.6537026
PAST SALE,November-29-2018,Single Family Residential,18060 Babler Woods Rd,Wildwood,MO,63005,425000,4,5.0,Babler Woods,2356,169448,1983,,180,,Sold,,,https://www.redfin.com/MO/Wildwood/18060-Babler-Woods-Rd-63005/home/62748121,MARIS,18092090,N,Y,38.6330525,-90.6763781
PAST SALE,June-22-2021,Single Family Residential,1400 Wildhorse Parkway Dr,Wildwood,MO,63005,630000,5,4.5,Wildhorse Village E One,4587,27791,1994,,137,,Sold,,,https://www.redfin.com/MO/Wildwood/1400-Wildhorse-Parkway-Dr-63005/home/93485259,MARIS,21023491,N,Y,38.6413065,-90.6327106
PAST SALE,August-14-2020,Single Family Residential,16232 Bear Branch Ct,Wildwood,MO,63005,360000,4,3.0,Chesterfield Valley 2 A Sec Of,3124,15682,1984,,115,,Sold,,,https://www.redfin.com/MO/Wildwood/16232-Bear-Branch-Ct-63005/home/93522235,MARIS,20050610,N,Y,38.6069017,-90.59805
PAST SALE,October-8-2020,Single Family Residential,16929 Lake Mdw Unit Enclave II,Chesterfield,MO,63005,949000,0,,Fienup Farms,4000,,,,237,,Sold,,,https://www.redfin.com/MO/Chesterfield/16929-Lake-Mdw-63005/unit-Enclave-II/home/174593452,MARIS,20066409,N,Y,38.657474,-90.5997331
PAST SALE,May-8-2020,Single Family Residential,711 Wycliffe Place Ct,Wildwood,MO,63005,799000,5,4.5,Wycliffe,6233,17424,2005,,128,,Sold,,,https://www.redfin.com/MO/Wildwood/711-Wycliffe-Place-Ct-63005/home/93320598,MARIS,20031247,N,Y,38.622689,-90.620453
PAST SALE,June-30-2021,Single Family Residential,16933 Lake Mdw Lot 207,Chesterfield,MO,63005,1079000,5,4.5,Fienup Farms,5600,21780,,,193,,Sold,,,https://www.redfin.com/MO/Chesterfield/16933-Lake-Mdw-63005/unit-207/home/174368363,MARIS,21007998,N,Y,38.6572599,-90.6010487
PAST SALE,January-14-2019,Single Family Residential,1017 Wilmas Hollow Dr Lot 7,Chesterfield,MO,63005,1039000,6,4.5,Arbors at Wilmas Farm,5550,,,,187,79,Sold,,,https://www.redfin.com/MO/Chesterfield/1017-Wilmas-Hollow-Dr-63005/unit-7/home/146786257,MARIS,18067172,N,Y,38.6574813,-90.6296331
PAST SALE,July-31-2019,Single Family Residential,478 Pine Bnd,Wildwood,MO,63005,849000,4,3.5,Pine Creek,3816,46609,1996,,222,31,Sold,,,https://www.redfin.com/MO/Wildwood/478-Pine-Bend-Dr-63005/home/62724457,MARIS,19046717,N,Y,38.6430771,-90.6569623
PAST SALE,December-19-2018,Single Family Residential,941 Silver Buck Ln,Chesterfield,MO,63304,787397,4,3.5,Bur Oaks,3437,,,,229,,Sold,,,https://www.redfin.com/MO/Chesterfield/941-Silver-Buck-Ln-63005/home/148530875,MARIS,18095252,N,Y,38.6566665,-90.6402034
PAST SALE,March-18-2019,Single Family Residential,2626 Sun Meadow Dr,Wildwood,MO,63005,434900,4,2.5,Valley View 1,3408,20038,1979,,128,,Sold,,,https://www.redfin.com/MO/Wildwood/2626-Sun-Meadow-Dr-63005/home/93507003,MARIS,19006459,N,Y,38.611975,-90.5998255
PAST SALE,August-5-2020,Single Family Residential,1225 Fienup Lake Dr,Chesterfield,MO,63005,770610,6,5.0,Fienup Farms,3546,,,,217,125,Sold,,,https://www.redfin.com/MO/Chesterfield/1225-Fienup-Lake-Dr-63005/home/172663761,MARIS,20055918,N,Y,38.6592397,-90.5979331
PAST SALE,July-15-2021,Single Family Residential,1336 Westhampton Woods Ct,Wildwood,MO,63005,600000,4,3.5,Westhampton Woods One,3660,21344,1996,,164,18,Sold,,,https://www.redfin.com/MO/Wildwood/1336-Westhampton-Woods-Ct-63005/home/93496322,MARIS,21018416,N,Y,38.6221758,-90.6542767
PAST SALE,September-16-2022,Single Family Residential,16974 Barn Owl Lane Dr Lot 197,Chesterfield,MO,63005,1326000,4,3.5,Fienup Farms,5200,21780,,,255,,Sold,,,https://www.redfin.com/MO/Chesterfield/16974-Barn-Owl-Ln-63005/unit-197/home/177477254,MARIS,21084581,N,Y,38.659947,-90.601119
PAST SALE,June-6-2022,Single Family Residential,16200 Wynncrest Ridge Ct,Wildwood,MO,63005,799900,5,5.0,Wynncrest Three,6804,25700,2003,,118,63,Sold,,,https://www.redfin.com/MO/Wildwood/16200-Wynncrest-Ridge-Ct-63005/home/93318529,MARIS,22001410,N,Y,38.6113152,-90.6046162
PAST SALE,June-30-2021,Single Family Residential,2101 Saddle Creek Ridge Ct,Wildwood,MO,63005,1850000,5,5.5,Wills Trace,8311,66647,2004,,223,,Sold,,,https://www.redfin.com/MO/Wildwood/2101-Saddle-Creek-Ridge-Ct-63005/home/93318426,MARIS,21023609,N,Y,38.6339802,-90.611794
PAST SALE,December-9-2019,Single Family Residential,1431 Westhampton View Ln,Wildwood,MO,63005,649900,4,4.5,Oak Ridge Trails Four,3830,22651,1999,,170,,Sold,,,https://www.redfin.com/MO/Wildwood/1431-Westhampton-View-Ln-63005/home/93507539,MARIS,19088725,N,Y,38.6186974,-90.6497023
PAST SALE,June-14-2019,Single Family Residential,17600 Burnham Ct,Chesterfield,MO,63005,850000,6,4.5,Wildhorse Village C,5092,24829,1991,,167,,Sold,,,https://www.redfin.com/MO/Chesterfield/17600-Burnham-Ct-63005/home/93485537,MARIS,19046100,N,Y,38.6466781,-90.6277082
PAST SALE,June-24-2020,Single Family Residential,16696 Annas Way,Wildwood,MO,63005,950000,5,5.0,The Summit At Wildhorse,4538,95832,1994,,209,117,Sold,,,https://www.redfin.com/MO/Wildwood/16696-Annas-Way-63005/home/93484944,MARIS,20033378,N,Y,38.6377433,-90.6436287
PAST SALE,August-6-2019,Single Family Residential,1057 Wilmas Farm Dr Lot 46,Chesterfield,MO,63005,1099000,5,4.5,Arbors at Wilmas Farm,5600,21780,,,196,,Sold,,,https://www.redfin.com/MO/Chesterfield/1057-Wilmas-Farm-Dr-63005/unit-46/home/168693819,MARIS,19045837,N,Y,38.6560309,-90.6284217
PAST SALE,August-24-2021,Single Family Residential,462 Pine Bend Dr,Wildwood,MO,63005,1000000,4,4.5,Pine Creek,4194,48352,1997,,238,,Sold,,,https://www.redfin.com/MO/Wildwood/462-Pine-Bend-Dr-63005/home/93485930,MARIS,21042915,N,Y,38.6415246,-90.6562214
PAST SALE,June-25-2020,Single Family Residential,1119 Wildhorse Meadows Dr,Chesterfield,MO,63005,600000,4,4.0,Spring Hill Bluffs,4398,23958,1998,,136,34,Sold,,,https://www.redfin.com/MO/Chesterfield/1119-Wildhorse-Meadows-Dr-63005/home/93626817,MARIS,20021338,N,Y,38.6577391,-90.615772
PAST SALE,March-21-2022,Single Family Residential,2636 Wynncrest Ridge Ct,Wildwood,MO,63005,875000,5,4.5,Wynncrest Two,6864,19994,2003,,127,,Sold,,,https://www.redfin.com/MO/Wildwood/2636-Wynncrest-Ridge-Dr-63005/home/93318513,MARIS,22007096,N,Y,38.6090062,-90.60728
PAST SALE,April-5-2023,Single Family Residential,1004 Yellowwood Ct,Chesterfield,MO,63005,799900,5,3.5,Wildhorse,5020,30492,1995,,159,83,Sold,,,https://www.redfin.com/MO/Chesterfield/1004-Yellowwood-Ct-63005/home/62707992,MARIS,22067258,N,Y,38.6550016,-90.6337794
PAST SALE,June-29-2021,Single Family Residential,381 Herworth Ct,Chesterfield,MO,63005,529900,4,3.5,Forest Hills Club Estates,4443,55321,1979,,119,46,Sold,,,https://www.redfin.com/MO/Chesterfield/381-Herworth-Ct-63005/home/93507637,MARIS,21030718,N,Y,38.6159981,-90.5985309
PAST SALE,March-27-2020,Single Family Residential,2710 Wynncrest Manor Dr,Wildwood,MO,63005,759000,5,4.5,Wynncrest Two,6125,24829,2002,,124,38,Sold,,,https://www.redfin.com/MO/Wildwood/2710-Wynncrest-Manor-Dr-63005/home/93317669,MARIS,20006131,N,Y,38.6100795,-90.6058001
PAST SALE,February-21-2023,Single Family Residential,18251 Canyon Forest Ct,Chesterfield,MO,63005,1850000,4,4.5,Estates At Wildhorse Canyon,6386,67387,2008,,290,183,Sold,,,https://www.redfin.com/MO/Chesterfield/18251-Canyon-Forest-Ct-63005/home/93327513,MARIS,23001862,N,Y,38.6473041,-90.6628898
PAST SALE,December-1-2022,Single Family Residential,16978 Barn Owl Lane Dr Lot 196,Chesterfield,MO,63005,1326000,4,3.5,Fienup Farms,5200,21780,,,255,,Sold,,,https://www.redfin.com/MO/Chesterfield/16978-Barn-Owl-Ln-63005/unit-196/home/177948307,MARIS,22005379,N,Y,38.659509,-90.600697
PAST SALE,June-29-2022,Single Family Residential,284 Herworth Dr,Chesterfield,MO,63005,990000,4,4.0,Forest Hills,4500,44867,1979,,220,,Sold,,,https://www.redfin.com/MO/Chesterfield/284-Herworth-Dr-63005/home/93507013,MARIS,22006056,N,Y,38.6135443,-90.5974952
PAST SALE,September-14-2021,Single Family Residential,2485 Peppermill Rdg,Wildwood,MO,63005,550000,4,3.5,Brentmoor Place 1,3116,20909,1980,,177,,Sold,,,https://www.redfin.com/MO/Wildwood/2485-Peppermill-Ridge-Dr-63005/home/93507131,MARIS,21047912,N,Y,38.6155585,-90.6083159
PAST SALE,May-23-2022,Single Family Residential,349 Larimore Vly,Wildwood,MO,63005,2030166,4,4.5,Wildhorse Spring Farm Nine,6099,82764,,,333,,Sold,,,https://www.redfin.com/MO/Wildwood/349-Larimore-Valley-Dr-63005/home/66597743,MARIS,22029952,N,Y,38.637272,-90.683148
PAST SALE,September-11-2018,Single Family Residential,1060 Wilmas Farm Dr Lot 18,Chesterfield,MO,63005,919000,6,4.5,Arbors at Wilmas Farm,5550,,,,166,79,Sold,,,https://www.redfin.com/MO/Chesterfield/1060-Wilmas-Farm-Dr-63005/unit-18/home/174140476,MARIS,18067187,N,Y,38.6565055,-90.6283004
PAST SALE,October-2-2018,Single Family Residential,1022 Wilmas Hollow Dr Lot 17,Chesterfield,MO,63005,919000,6,4.5,Arbors at Wilmas Farm,5550,,,,166,79,Sold,,,https://www.redfin.com/MO/Chesterfield/1022-Wilmas-Hollow-Dr-63005/unit-17/home/147835784,MARIS,18067204,N,Y,38.6564726,-90.6289154
PAST SALE,November-15-2019,Single Family Residential,16955 Pine Summit Dr,Chesterfield,MO,63005,854220,5,4.5,Fienup Farms,3410,12197,,,251,125,Sold,,,https://www.redfin.com/MO/Chesterfield/16955-Pine-Summit-Dr-63005/home/169843246,MARIS,19084091,N,Y,38.6565634,-90.6006084
PAST SALE,October-29-2020,Single Family Residential,1219 Patchwork Flds Unit Enclave II,Chesterfield,MO,63005,949000,0,,Fienup Farms,4000,,,,237,,Sold,,,https://www.redfin.com/MO/Chesterfield/1219-Patchwork-Flds-63005/unit-Enclave-II/home/174593711,MARIS,20072394,N,Y,38.6606129,-90.5965275
PAST SALE,April-29-2022,Single Family Residential,1138 Wildhorse Parkway Dr,Chesterfield,MO,63005,775000,6,5.5,Wildhorse Village A,5376,40946,1994,,144,83,Sold,,,https://www.redfin.com/MO/Chesterfield/1138-Wildhorse-Parkway-Dr-63005/home/93477013,MARIS,22009037,N,Y,38.6509263,-90.6299293
PAST SALE,June-5-2020,Single Family Residential,840 Babler Park,Wildwood,MO,63005,1150000,3,3.0,Wildwood,2387,784080,1986,,482,,Sold,,,https://www.redfin.com/MO/Wildwood/840-Babler-Park-Dr-63005/home/172052309,MARIS,20040085,N,Y,38.620434,-90.675895
PAST SALE,,Single Family Residential,16913 Lewis Spring Farms Rd,Wildwood,MO,63005,775000,5,4.5,,6560,130680,1995,,118,,,,,https://www.redfin.com/MO/Wildwood/16913-Lewis-Spring-Farms-Rd-63005/home/62699527,,,N,Y,38.6373849,-90.6188251
PAST SALE,March-12-2021,Single Family Residential,1815 Wills Trace Rdg,Wildwood,MO,63005,1850000,4,4.5,Will Trace Add,6877,93218,2005,,269,,Sold,,,https://www.redfin.com/MO/Wildwood/1815-Wills-Trace-Rdg-63005/home/93321922,MARIS,21016274,N,Y,38.6383215,-90.61209
PAST SALE,December-19-2018,Single Family Residential,933 Silver Buck Ln,Chesterfield,MO,63304,670763,5,3.5,Bur Oaks,3509,,,,191,,Sold,,,https://www.redfin.com/MO/Chesterfield/933-Silver-Buck-Ln-63005/home/148530827,MARIS,18095244,N,Y,38.6567111,-90.6395369
PAST SALE,January-4-2021,Single Family Residential,17024 Lakeside Ridge Dr Lot 216,Chesterfield,MO,63005,1065000,4,4.0,Fienup Farms,5200,21780,,,205,,Sold,,,https://www.redfin.com/MO/Chesterfield/17024-Lakeside-Rdg-63005/unit-216/home/182651943,MARIS,20089373,N,Y,38.6591706,-90.6043202
PAST SALE,April-24-2019,Single Family Residential,17630 Bridgeway Dr,Chesterfield,MO,63005,679900,5,5.0,Wildhorse Village B,3885,24394,1989,,175,,Sold,,,https://www.redfin.com/MO/Chesterfield/17630-Bridgeway-Dr-63005/home/62696086,MARIS,19029087,N,Y,38.6487338,-90.6263015
PAST SALE,July-26-2022,Single Family Residential,1067 Greystone Manor Pkwy,Chesterfield,MO,63005,1115000,4,4.0,Greystone,5100,23522,1997,,219,,Sold,,,https://www.redfin.com/MO/Chesterfield/1067-Greystone-Manor-Pkwy-63005/home/62693574,MARIS,22043942,N,Y,38.6483548,-90.6358527
PAST SALE,March-1-2022,Single Family Residential,1410 Country Lake Estates Dr,Chesterfield,MO,63005,1195000,6,6.0,Country Lake Estates,6702,36155,1997,,178,63,Sold,,,https://www.redfin.com/MO/Chesterfield/1410-Country-Lake-Estates-Dr-63005/home/93476588,MARIS,21086970,N,Y,38.6494089,-90.6226001
PAST SALE,May-14-2019,Single Family Residential,17663 Westhampton Woods Dr,Wildwood,MO,63005,569900,5,5.5,Westhampton Woods 2,3512,22216,1998,,162,,Sold,,,https://www.redfin.com/MO/Wildwood/17663-Westhampton-Woods-Dr-63005/home/93496187,MARIS,19037723,N,Y,38.6235249,-90.6474616
PAST SALE,July-24-2019,Single Family Residential,1315 Countryside Forrest Ct,Chesterfield,MO,63005,1049000,5,4.5,Countryside At Chesterfield Three,6142,32670,1994,,171,42,Sold,,,https://www.redfin.com/MO/Chesterfield/1315-Countryside-Forrest-Ct-63005/home/93476719,MARIS,19026577,N,Y,38.6537522,-90.622304
PAST SALE,May-4-2020,Single Family Residential,16937 Lake Mdw Lot 208,Chesterfield,MO,63005,1029000,4,3.5,Fienup Farms,5200,21780,,,198,,Sold,,,https://www.redfin.com/MO/Chesterfield/16937-Lake-Mdw-63005/unit-208/home/174593748,MARIS,20027133,N,Y,38.6572599,-90.6010487
PAST SALE,,Single Family Residential,934 Silver Buck Ln,Chesterfield,MO,63005,740000,4,3.5,,4442,14985,2017,,167,,,,,https://www.redfin.com/MO/Chesterfield/934-Silver-Buck-Ln-63005/home/140414712,,,N,Y,38.6560384,-90.6389629
PAST SALE,February-25-2021,Single Family Residential,17652 Westhampton Woods,Wildwood,MO,63005,545000,4,4.0,Westhampton Woods 2,3525,20909,1997,,155,18,Sold,,,https://www.redfin.com/MO/Wildwood/17652-Westhampton-Woods-Dr-63005/home/93496101,MARIS,20088668,N,Y,38.6230703,-90.6481653
PAST SALE,July-9-2020,Single Family Residential,1143 Wildhorse Mdws,Chesterfield,MO,63005,535000,4,3.5,Spring Hill Bluffs,3566,16117,2001,,150,34,Sold,,,https://www.redfin.com/MO/Chesterfield/1143-Wildhorse-Meadows-Dr-63005/home/93624691,MARIS,20035953,N,Y,38.6595229,-90.6153464
PAST SALE,June-1-2021,Single Family Residential,1201 Patchwork Flds Lot 199,Chesterfield,MO,63005,1079000,5,4.5,Fienup Farms,5600,21780,,,193,,Sold,,,https://www.redfin.com/MO/Chesterfield/1201-Patchwork-Flds-63005/unit-199/home/174368364,MARIS,21007995,N,Y,38.6606482,-90.596464
PAST SALE,March-4-2021,Single Family Residential,17406 Windridge Estates Ct,Chesterfield,MO,63005,789000,4,4.5,Windridge Estates,5102,22651,1999,,155,83,Sold,,,https://www.redfin.com/MO/Chesterfield/17406-Windridge-Estates-Ct-63005/home/93477311,MARIS,21000675,N,Y,38.6584868,-90.6254132
PAST SALE,November-28-2018,Single Family Residential,16339 Wynncrest Falls Way,Wildwood,MO,63005,899900,5,3.5,Wynncrest - Five,4120,39640,2005,,218,,Sold,,,https://www.redfin.com/MO/Wildwood/16339-Wynncrest-Falls-Way-63005/home/93324991,MARIS,19000509,N,Y,38.6118488,-90.612386
PAST SALE,June-27-2018,Single Family Residential,17712 Wilding Place Dr,Wildwood,MO,63005,625000,4,4.5,Wildhorse Village H,4079,24829,1993,,153,67,Sold,,,https://www.redfin.com/MO/Wildwood/17712-Wilding-Place-Dr-63005/home/93485224,MARIS,18051988,N,Y,38.6408706,-90.6411106
PAST SALE,October-30-2019,Single Family Residential,16947 Pine Summit Dr,Chesterfield,MO,63005,779161,4,4.5,Fienup Farms,3410,,,,228,125,Sold,,,https://www.redfin.com/MO/Chesterfield/16947-Pine-Summit-Dr-63005/home/169601601,MARIS,19079844,N,Y,38.656572,-90.600033
PAST SALE,,Single Family Residential,2517 Pepperfield Ct,Wildwood,MO,63005,437000,3,3.0,,2014,21780,1984,,217,,,,,https://www.redfin.com/MO/Wildwood/2517-Pepperfield-Ct-63005/home/93507096,,,N,Y,38.6149667,-90.611794
PAST SALE,June-15-2018,Single Family Residential,270 Herworth Dr,Chesterfield,MO,63005,830000,4,3.5,Forest Hills Club Estates Area 7-A,4693,42689,1981,,177,,Sold,,,https://www.redfin.com/MO/Chesterfield/270-Herworth-Dr-63005/home/93631062,MARIS,19003033,N,Y,38.6128289,-90.5971438
PAST SALE,February-26-2021,Single Family Residential,1237 Fienup Lake Dr,Chesterfield,MO,63005,665589,4,2.5,Fienup Farms,3215,,,,207,125,Sold,,,https://www.redfin.com/MO/Chesterfield/1237-Fienup-Lake-Dr-63005/home/174603611,MARIS,21012988,N,Y,38.6586298,-90.5979575
PAST SALE,April-2-2021,Single Family Residential,17007 Lakeside Rdg Lot 223,Chesterfield,MO,63005,1079000,5,4.5,Fienup Farms,5600,21780,,,193,,Sold,,,https://www.redfin.com/MO/Chesterfield/17007-Lakeside-Rdg-63005/unit-223/home/174368365,MARIS,21007999,N,Y,38.658871,-90.6031018
PAST SALE,January-26-2021,Single Family Residential,16805 Pacland Pl,Chesterfield,MO,63005,775000,4,4.0,Hennemeyer Acres,3843,132858,1984,,202,,Sold,,,https://www.redfin.com/MO/Chesterfield/16805-Pacland-Pl-63005/home/93484894,MARIS,20044023,N,Y,38.6475574,-90.6163826
PAST SALE,June-20-2019,Single Family Residential,1013 Wilmas Hollow Dr,Chesterfield,MO,63005,1019000,4,3.5,Arbors at Wilmas Farm,5200,,,,196,,Sold,,,https://www.redfin.com/MO/Chesterfield/1013-Wilmas-Hollow-Dr-63005/home/168278331,MARIS,19047085,N,Y,38.6577282,-90.629411
PAST SALE,March-30-2021,Single Family Residential,1439 Wildhorse Parkway Dr,Wildwood,MO,63005,650000,5,4.5,Wildhorse Village,4652,25744,1989,,140,67,Sold,,,https://www.redfin.com/MO/Wildwood/1439-Wildhorse-Parkway-Dr-63005/home/93485339,MARIS,21008127,N,Y,38.6398352,-90.6356306
PAST SALE,September-10-2020,Single Family Residential,2767 Quail Valley Dr,Wildwood,MO,63005,394900,5,3.0,Chesterfield Valley 1 A Sec Of,3680,15682,1983,,107,21,Sold,,,https://www.redfin.com/MO/Wildwood/2767-Quail-Valley-Dr-63005/home/93522204,MARIS,20056394,N,Y,38.6060874,-90.6009908
PAST SALE,April-24-2020,Single Family Residential,16941 Lake Mdw Lot 209,Chesterfield,MO,63005,949000,3,3.5,Fienup Farms,4214,,,,225,,Sold,,,https://www.redfin.com/MO/Chesterfield/16941-Lake-Mdw-63005/unit-209/home/174592782,MARIS,20025348,N,Y,38.6574186,-90.6010577
PAST SALE,April-15-2020,Single Family Residential,1106 Horse Run Ct,Chesterfield,MO,63005,749900,4,3.5,Greystone Four,3872,22651,1997,,194,,Sold,,,https://www.redfin.com/MO/Chesterfield/1106-Horse-Run-Ct-63005/home/62748171,MARIS,20014169,N,Y,38.6485154,-90.6364451
PAST SALE,May-4-2023,Single Family Residential,234 Herworth Dr,Chesterfield,MO,63005,1150000,5,4.5,Forest Hills Club Estates Area 7-A,3526,44867,1984,,326,,Sold,,,https://www.redfin.com/MO/Chesterfield/234-Herworth-Dr-63005/home/93505756,MARIS,23012754,N,Y,38.6118554,-90.5951464
PAST SALE,December-1-2022,Single Family Residential,1308 Towles Farm,Chesterfield,MO,63005,690000,4,3.0,Country Place At Chesterfield One,3526,43560,1987,,196,,Sold,,,https://www.redfin.com/MO/Chesterfield/1308-Towles-Farm-Ct-63005/home/93476792,MARIS,22024626,N,Y,38.6537344,-90.6100919
PAST SALE,July-27-2020,Single Family Residential,16667 Annas Way,Chesterfield,MO,63005,1000000,5,6.0,Summit At Wildhorse The,6733,84506,1996,,149,,Sold,,,https://www.redfin.com/MO/Wildwood/16667-Annas-Way-63005/home/62724775,MARIS,20043043,N,Y,38.635939,-90.6439249
PAST SALE,June-29-2022,Single Family Residential,17019 Lakeside Rdg Lot 220,Chesterfield,MO,63005,1331000,5,4.5,Fienup Farms,5600,21780,,,238,,Sold,,,https://www.redfin.com/MO/Chesterfield/17019-Lakeside-Rdg-63005/unit-220/home/176181810,MARIS,21060717,N,Y,38.658871,-90.6031018
